district,date,disease,disease_group,disease_communicable,n_cases
Moshi,2014-08-01,Psychoses,Neurological Disorders,NCD,434
Moshi,2014-08-01,Rabies,Other Communicable Diseases,CD,1
Moshi,2014-08-01,Relapsing Fever (Louse Borne Typhus),Other vector borne diseases,CD,NA
Moshi,2014-08-01,Road Traffic Accidents,Trauma and Injuries,NCD,163
Moshi,2014-08-01,Schistosomiasis,Neglected Tropical Disease (NTD),CD,13
Moshi,2014-08-01,Skin Infection - Fungal,Skin infection,CD,502
Moshi,2014-08-01,Snake and Insect Bites,Other Non-Communicable Diseases,NCD,2
Moshi,2014-08-01,Substance Abuse,Other Non-Communicable Diseases,NCD,0
Moshi,2014-08-01,Trypanosomiasis,Other vector borne diseases,CD,NA
Moshi,2014-08-01,Tuberculosis,Respiratory Infection,CD,45
Moshi,2014-08-01,Typhoid,Other Communicable Diseases/Gastrointestinal infections,CD,1
Moshi,2014-08-01,Upper Respiratory Infections,Respiratory Infection,CD,2584
Moshi,2014-08-01,Urinary Tract Infections,Other Communicable Diseases,CD,1975
Moshi,2014-08-01,Viral Haemorrhagic Fevers,Other vector borne diseases,CD,0
Moshi,2014-08-01,Yellow Fever,Other vector borne diseases,CD,NA
Moshi,2014-09-01,Acute Flaccid Paralysis,Neurological Disorders,Both,0
Moshi,2014-09-01,Bronchial Asthma,Respiratory Disease,NCD,721
Moshi,2014-09-01,Caries,Other Non-Communicable Diseases,NCD,357
Moshi,2014-09-01,Cholera,Diarrheal disease/Gastrointesntinal infections,CD,0
Moshi,2014-09-01,Cholera,Diarrheal disease/Gastrointesntinal infections,CD,0
Moshi,2014-09-01,Diabetes Mellitus,Diabetes Mellitus,NCD,1122
Moshi,2014-09-01,Diarrhea With No Dehydration,Diarrheal disease/Gastrointesntinal infections,Both,0
Moshi,2014-09-01,Diarrhea With Severe Dehydration,Diarrheal disease/Gastrointesntinal infections,CD,7
Moshi,2014-09-01,Dysentery,Diarrheal disease/Gastrointesntinal infections,CD,117
Moshi,2014-09-01,Epilepsy,Neurological Disorders,NCD,542
Moshi,2014-09-01,Fractures,Trauma and Injuries,NCD,375
Moshi,2014-09-01,Gynecological Diseases,Gynecological Diseases,NCD,255
Moshi,2014-09-01,Hypertension,Cardiovascular Disease,NCD,848
Moshi,2014-09-01,Infectious Eye Disease,Other Communicable Diseases,CD,0
Moshi,2014-09-01,Influenza,Respiratory Infection,CD,0
Moshi,2014-09-01,Intestinal Worms,Other Communicable Diseases/Gastrointestinal infections,CD,1014
Moshi,2014-09-01,Kwashiorkor,Malnutrition,NCD,54
Moshi,2014-09-01,Leprosy,Other Communicable Diseases,CD,2
Moshi,2014-09-01,Malaria,Vector borne infection,CD,194
Moshi,2014-09-01,Marasmic Kwashiorkor,Malnutrition,NCD,36
Moshi,2014-09-01,Marasmus,Malnutrition,NCD,10
Moshi,2014-09-01,Measles,Other Communicable Diseases,CD,6
Moshi,2014-09-01,Meningitis,Neurological Disorders,Both,0
Moshi,2014-09-01,Mild/Moderate Anemia,Cardiovascular Disease,NCD,452
Moshi,2014-09-01,Moderate Malnutrition,Malnutrition,NCD,78
Moshi,2014-09-01,Neoplasms/Cancer,Cancer,NCD,3
Moshi,2014-09-01,Neuroses,Neurological Disorders,NCD,416
Moshi,2014-09-01,"Nutritional Disorders, Other",Malnutrition,NCD,23
Moshi,2014-09-01,Other Cardiovascular Diseases,Cardiovascular Disease,NCD,282
Moshi,2014-09-01,Peptic Ulcers,Other Non-Communicable Diseases,NCD,781
Moshi,2014-09-01,"Pneumonia, Severe",Respiratory Infection,CD,387
Moshi,2014-09-01,Poisoning,Other Non-Communicable Diseases,NCD,204
Moshi,2014-09-01,Psychoses,Neurological Disorders,NCD,70
Moshi,2014-09-01,Rabies,Other Communicable Diseases,CD,1
Moshi,2014-09-01,Relapsing Fever (Louse Borne Typhus),Other vector borne diseases,CD,NA
Moshi,2014-09-01,Road Traffic Accidents,Trauma and Injuries,NCD,226
Moshi,2014-09-01,Schistosomiasis,Neglected Tropical Disease (NTD),CD,83
Moshi,2014-09-01,Skin Infection - Fungal,Skin infection,CD,782
Moshi,2014-09-01,Snake and Insect Bites,Other Non-Communicable Diseases,NCD,1
Moshi,2014-09-01,Substance Abuse,Other Non-Communicable Diseases,NCD,0
Moshi,2014-09-01,Trypanosomiasis,Other vector borne diseases,CD,NA
Moshi,2014-09-01,Tuberculosis,Respiratory Infection,CD,34
Moshi,2014-09-01,Typhoid,Other Communicable Diseases/Gastrointestinal infections,CD,0
Moshi,2014-09-01,Upper Respiratory Infections,Respiratory Infection,CD,2725
Moshi,2014-09-01,Urinary Tract Infections,Other Communicable Diseases,CD,2054
Moshi,2014-09-01,Viral Haemorrhagic Fevers,Other vector borne diseases,CD,0
Moshi,2014-09-01,Yellow Fever,Other vector borne diseases,CD,NA
Moshi,2014-10-01,Acute Flaccid Paralysis,Neurological Disorders,Both,0
Moshi,2014-10-01,Bronchial Asthma,Respiratory Disease,NCD,982
Moshi,2014-10-01,Caries,Other Non-Communicable Diseases,NCD,977
Moshi,2014-10-01,Cholera,Diarrheal disease/Gastrointesntinal infections,CD,0
Moshi,2014-10-01,Cholera,Diarrheal disease/Gastrointesntinal infections,CD,0
Moshi,2014-10-01,Diabetes Mellitus,Diabetes Mellitus,NCD,1388
Moshi,2014-10-01,Diarrhea With No Dehydration,Diarrheal disease/Gastrointesntinal infections,Both,91
Moshi,2014-10-01,Diarrhea With Severe Dehydration,Diarrheal disease/Gastrointesntinal infections,CD,1
Moshi,2014-10-01,Dysentery,Diarrheal disease/Gastrointesntinal infections,CD,82
Moshi,2014-10-01,Epilepsy,Neurological Disorders,NCD,533
Moshi,2014-10-01,Fractures,Trauma and Injuries,NCD,482
Moshi,2014-10-01,Gynecological Diseases,Gynecological Diseases,NCD,277
Moshi,2014-10-01,Hypertension,Cardiovascular Disease,NCD,1572
Moshi,2014-10-01,Infectious Eye Disease,Other Communicable Diseases,CD,22
Moshi,2014-10-01,Influenza,Respiratory Infection,CD,0
Moshi,2014-10-01,Intestinal Worms,Other Communicable Diseases/Gastrointestinal infections,CD,953
Moshi,2014-10-01,Kwashiorkor,Malnutrition,NCD,41
Moshi,2014-10-01,Leprosy,Other Communicable Diseases,CD,1
Moshi,2014-10-01,Malaria,Vector borne infection,CD,171
Moshi,2014-10-01,Marasmic Kwashiorkor,Malnutrition,NCD,36
Moshi,2014-10-01,Marasmus,Malnutrition,NCD,0
Moshi,2014-10-01,Measles,Other Communicable Diseases,CD,0
Moshi,2014-10-01,Meningitis,Neurological Disorders,Both,0
Moshi,2014-10-01,Mild/Moderate Anemia,Cardiovascular Disease,NCD,454
Moshi,2014-10-01,Moderate Malnutrition,Malnutrition,NCD,75
Moshi,2014-10-01,Neoplasms/Cancer,Cancer,NCD,17
Moshi,2014-10-01,Neuroses,Neurological Disorders,NCD,102
Moshi,2014-10-01,"Nutritional Disorders, Other",Malnutrition,NCD,35
Moshi,2014-10-01,Other Cardiovascular Diseases,Cardiovascular Disease,NCD,481
Moshi,2014-10-01,Peptic Ulcers,Other Non-Communicable Diseases,NCD,900
Moshi,2014-10-01,"Pneumonia, Severe",Respiratory Infection,CD,459
Moshi,2014-10-01,Poisoning,Other Non-Communicable Diseases,NCD,147
Moshi,2014-10-01,Psychoses,Neurological Disorders,NCD,332
Moshi,2014-10-01,Rabies,Other Communicable Diseases,CD,2
Moshi,2014-10-01,Relapsing Fever (Louse Borne Typhus),Other vector borne diseases,CD,NA
Moshi,2014-10-01,Road Traffic Accidents,Trauma and Injuries,NCD,193
Moshi,2014-10-01,Schistosomiasis,Neglected Tropical Disease (NTD),CD,36
Moshi,2014-10-01,Skin Infection - Fungal,Skin infection,CD,837
Moshi,2014-10-01,Snake and Insect Bites,Other Non-Communicable Diseases,NCD,1
Moshi,2014-10-01,Substance Abuse,Other Non-Communicable Diseases,NCD,8
Moshi,2014-10-01,Trypanosomiasis,Other vector borne diseases,CD,NA
Moshi,2014-10-01,Tuberculosis,Respiratory Infection,CD,75
Moshi,2014-10-01,Typhoid,Other Communicable Diseases/Gastrointestinal infections,CD,2
Moshi,2014-10-01,Upper Respiratory Infections,Respiratory Infection,CD,3326
Moshi,2014-10-01,Urinary Tract Infections,Other Communicable Diseases,CD,2819
Moshi,2014-10-01,Viral Haemorrhagic Fevers,Other vector borne diseases,CD,0
Moshi,2014-10-01,Yellow Fever,Other vector borne diseases,CD,NA
Moshi,2014-11-01,Acute Flaccid Paralysis,Neurological Disorders,Both,1
Moshi,2014-11-01,Bronchial Asthma,Respiratory Disease,NCD,481
Moshi,2014-11-01,Caries,Other Non-Communicable Diseases,NCD,562
Moshi,2014-11-01,Cholera,Diarrheal disease/Gastrointesntinal infections,CD,0
Moshi,2014-11-01,Cholera,Diarrheal disease/Gastrointesntinal infections,CD,0
Moshi,2014-11-01,Diabetes Mellitus,Diabetes Mellitus,NCD,1000
Moshi,2014-11-01,Diarrhea With No Dehydration,Diarrheal disease/Gastrointesntinal infections,Both,362
Moshi,2014-11-01,Diarrhea With Severe Dehydration,Diarrheal disease/Gastrointesntinal infections,CD,307
Moshi,2014-11-01,Dysentery,Diarrheal disease/Gastrointesntinal infections,CD,132
Moshi,2014-11-01,Epilepsy,Neurological Disorders,NCD,563
Moshi,2014-11-01,Fractures,Trauma and Injuries,NCD,409
Moshi,2014-11-01,Gynecological Diseases,Gynecological Diseases,NCD,225
Moshi,2014-11-01,Hypertension,Cardiovascular Disease,NCD,910
Moshi,2014-11-01,Infectious Eye Disease,Other Communicable Diseases,CD,28
Moshi,2014-11-01,Influenza,Respiratory Infection,CD,0
Moshi,2014-11-01,Intestinal Worms,Other Communicable Diseases/Gastrointestinal infections,CD,790
Moshi,2014-11-01,Kwashiorkor,Malnutrition,NCD,65
Moshi,2014-11-01,Leprosy,Other Communicable Diseases,CD,3
Moshi,2014-11-01,Malaria,Vector borne infection,CD,141
Moshi,2014-11-01,Marasmic Kwashiorkor,Malnutrition,NCD,104
Moshi,2014-11-01,Marasmus,Malnutrition,NCD,27
Moshi,2014-11-01,Measles,Other Communicable Diseases,CD,0
Moshi,2014-11-01,Meningitis,Neurological Disorders,Both,0
Moshi,2014-11-01,Mild/Moderate Anemia,Cardiovascular Disease,NCD,406
Moshi,2014-11-01,Moderate Malnutrition,Malnutrition,NCD,129
Moshi,2014-11-01,Neoplasms/Cancer,Cancer,NCD,36
Moshi,2014-11-01,Neuroses,Neurological Disorders,NCD,89
Moshi,2014-11-01,"Nutritional Disorders, Other",Malnutrition,NCD,86
Moshi,2014-11-01,Other Cardiovascular Diseases,Cardiovascular Disease,NCD,310
Moshi,2014-11-01,Peptic Ulcers,Other Non-Communicable Diseases,NCD,799
Moshi,2014-11-01,"Pneumonia, Severe",Respiratory Infection,CD,492
Moshi,2014-11-01,Poisoning,Other Non-Communicable Diseases,NCD,254
Moshi,2014-11-01,Psychoses,Neurological Disorders,NCD,404
Moshi,2014-11-01,Rabies,Other Communicable Diseases,CD,19
Moshi,2014-11-01,Relapsing Fever (Louse Borne Typhus),Other vector borne diseases,CD,NA
Moshi,2014-11-01,Road Traffic Accidents,Trauma and Injuries,NCD,189
Moshi,2014-11-01,Schistosomiasis,Neglected Tropical Disease (NTD),CD,12
Moshi,2014-11-01,Skin Infection - Fungal,Skin infection,CD,587
Moshi,2014-11-01,Snake and Insect Bites,Other Non-Communicable Diseases,NCD,65
Moshi,2014-11-01,Substance Abuse,Other Non-Communicable Diseases,NCD,43
Moshi,2014-11-01,Trypanosomiasis,Other vector borne diseases,CD,NA
Moshi,2014-11-01,Tuberculosis,Respiratory Infection,CD,50
Moshi,2014-11-01,Typhoid,Other Communicable Diseases/Gastrointestinal infections,CD,7
Moshi,2014-11-01,Upper Respiratory Infections,Respiratory Infection,CD,2348
Moshi,2014-11-01,Urinary Tract Infections,Other Communicable Diseases,CD,1844
Moshi,2014-11-01,Viral Haemorrhagic Fevers,Other vector borne diseases,CD,0
Moshi,2014-11-01,Yellow Fever,Other vector borne diseases,CD,NA
Moshi,2014-12-01,Acute Flaccid Paralysis,Neurological Disorders,Both,0
Moshi,2014-12-01,Bronchial Asthma,Respiratory Disease,NCD,627
Moshi,2014-12-01,Caries,Other Non-Communicable Diseases,NCD,506
Moshi,2014-12-01,Cholera,Diarrheal disease/Gastrointesntinal infections,CD,0
Moshi,2014-12-01,Cholera,Diarrheal disease/Gastrointesntinal infections,CD,0
Moshi,2014-12-01,Diabetes Mellitus,Diabetes Mellitus,NCD,903
Moshi,2014-12-01,Diarrhea With No Dehydration,Diarrheal disease/Gastrointesntinal infections,Both,173
Moshi,2014-12-01,Diarrhea With Severe Dehydration,Diarrheal disease/Gastrointesntinal infections,CD,111
Moshi,2014-12-01,Dysentery,Diarrheal disease/Gastrointesntinal infections,CD,154
Moshi,2014-12-01,Epilepsy,Neurological Disorders,NCD,266
Moshi,2014-12-01,Fractures,Trauma and Injuries,NCD,252
Moshi,2014-12-01,Gynecological Diseases,Gynecological Diseases,NCD,194
Moshi,2014-12-01,Hypertension,Cardiovascular Disease,NCD,622
Moshi,2014-12-01,Infectious Eye Disease,Other Communicable Diseases,CD,191
Moshi,2014-12-01,Influenza,Respiratory Infection,CD,0
Moshi,2014-12-01,Intestinal Worms,Other Communicable Diseases/Gastrointestinal infections,CD,333
Moshi,2014-12-01,Kwashiorkor,Malnutrition,NCD,60
Moshi,2014-12-01,Leprosy,Other Communicable Diseases,CD,0
Moshi,2014-12-01,Malaria,Vector borne infection,CD,297
Moshi,2014-12-01,Marasmic Kwashiorkor,Malnutrition,NCD,38
Moshi,2014-12-01,Marasmus,Malnutrition,NCD,20
Moshi,2014-12-01,Measles,Other Communicable Diseases,CD,1
Moshi,2014-12-01,Meningitis,Neurological Disorders,Both,2
Moshi,2014-12-01,Mild/Moderate Anemia,Cardiovascular Disease,NCD,417
Moshi,2014-12-01,Moderate Malnutrition,Malnutrition,NCD,100
Moshi,2014-12-01,Neoplasms/Cancer,Cancer,NCD,15
Moshi,2014-12-01,Neuroses,Neurological Disorders,NCD,72
Moshi,2014-12-01,"Nutritional Disorders, Other",Malnutrition,NCD,44
Moshi,2014-12-01,Other Cardiovascular Diseases,Cardiovascular Disease,NCD,316
Moshi,2014-12-01,Peptic Ulcers,Other Non-Communicable Diseases,NCD,580
Moshi,2014-12-01,"Pneumonia, Severe",Respiratory Infection,CD,436
Moshi,2014-12-01,Poisoning,Other Non-Communicable Diseases,NCD,174
Moshi,2014-12-01,Psychoses,Neurological Disorders,NCD,125
Moshi,2014-12-01,Rabies,Other Communicable Diseases,CD,12
Moshi,2014-12-01,Relapsing Fever (Louse Borne Typhus),Other vector borne diseases,CD,NA
Moshi,2014-12-01,Road Traffic Accidents,Trauma and Injuries,NCD,250
Moshi,2014-12-01,Schistosomiasis,Neglected Tropical Disease (NTD),CD,75
Moshi,2014-12-01,Skin Infection - Fungal,Skin infection,CD,147
Moshi,2014-12-01,Snake and Insect Bites,Other Non-Communicable Diseases,NCD,4
Moshi,2014-12-01,Substance Abuse,Other Non-Communicable Diseases,NCD,1
Moshi,2014-12-01,Trypanosomiasis,Other vector borne diseases,CD,NA
Moshi,2014-12-01,Tuberculosis,Respiratory Infection,CD,75
Moshi,2014-12-01,Typhoid,Other Communicable Diseases/Gastrointestinal infections,CD,4
Moshi,2014-12-01,Upper Respiratory Infections,Respiratory Infection,CD,2264
Moshi,2014-12-01,Urinary Tract Infections,Other Communicable Diseases,CD,1371
Moshi,2014-12-01,Viral Haemorrhagic Fevers,Other vector borne diseases,CD,1
Moshi,2014-12-01,Yellow Fever,Other vector borne diseases,CD,NA
Moshi,2015-01-01,Acute Flaccid Paralysis,Neurological Disorders,Both,0
Moshi,2015-01-01,Bronchial Asthma,Respiratory Disease,NCD,960
Moshi,2015-01-01,Caries,Other Non-Communicable Diseases,NCD,559
Moshi,2015-01-01,Cholera,Diarrheal disease/Gastrointesntinal infections,CD,0
Moshi,2015-01-01,Diabetes Mellitus,Diabetes Mellitus,NCD,1379
Moshi,2015-01-01,Diarrhea With No Dehydration,Diarrheal disease/Gastrointesntinal infections,Both,802
Moshi,2015-01-01,Diarrhea With Severe Dehydration,Diarrheal disease/Gastrointesntinal infections,CD,135
Moshi,2015-01-01,Dysentery,Diarrheal disease/Gastrointesntinal infections,CD,550
Moshi,2015-01-01,Epilepsy,Neurological Disorders,NCD,701
Moshi,2015-01-01,Fractures,Trauma and Injuries,NCD,394
Moshi,2015-01-01,Gynecological Diseases,Gynecological Diseases,NCD,5
Moshi,2015-01-01,Hypertension,Cardiovascular Disease,NCD,1247
Moshi,2015-01-01,Infectious Eye Disease,Other Communicable Diseases,CD,375
Moshi,2015-01-01,Influenza,Respiratory Infection,CD,NA
Moshi,2015-01-01,Intestinal Worms,Other Communicable Diseases/Gastrointestinal infections,CD,1091
Moshi,2015-01-01,Kwashiorkor,Malnutrition,NCD,35
Moshi,2015-01-01,Leprosy,Other Communicable Diseases,CD,0
Moshi,2015-01-01,Malaria,Vector borne infection,CD,168
Moshi,2015-01-01,Marasmic Kwashiorkor,Malnutrition,NCD,95
Moshi,2015-01-01,Marasmus,Malnutrition,NCD,22
Moshi,2015-01-01,Measles,Other Communicable Diseases,CD,12
Moshi,2015-01-01,Meningitis,Neurological Disorders,Both,6
Moshi,2015-01-01,Mild/Moderate Anemia,Cardiovascular Disease,NCD,544
Moshi,2015-01-01,Moderate Malnutrition,Malnutrition,NCD,191
Moshi,2015-01-01,Neoplasms/Cancer,Cancer,NCD,17
Moshi,2015-01-01,Neuroses,Neurological Disorders,NCD,109
Moshi,2015-01-01,"Nutritional Disorders, Other",Malnutrition,NCD,242
Moshi,2015-01-01,Other Cardiovascular Diseases,Cardiovascular Disease,NCD,383
Moshi,2015-01-01,Peptic Ulcers,Other Non-Communicable Diseases,NCD,802
Moshi,2015-01-01,"Pneumonia, Severe",Respiratory Infection,CD,368
Moshi,2015-01-01,Poisoning,Other Non-Communicable Diseases,NCD,163
Moshi,2015-01-01,Psychoses,Neurological Disorders,NCD,660
Moshi,2015-01-01,Rabies,Other Communicable Diseases,CD,79
Moshi,2015-01-01,Relapsing Fever (Louse Borne Typhus),Other vector borne diseases,CD,0
Moshi,2015-01-01,Road Traffic Accidents,Trauma and Injuries,NCD,202
Moshi,2015-01-01,Schistosomiasis,Neglected Tropical Disease (NTD),CD,71
Moshi,2015-01-01,Skin Infection - Fungal,Skin infection,CD,636
Moshi,2015-01-01,Snake and Insect Bites,Other Non-Communicable Diseases,NCD,37
Moshi,2015-01-01,Substance Abuse,Other Non-Communicable Diseases,NCD,42
Moshi,2015-01-01,Trypanosomiasis,Other vector borne diseases,CD,NA
Moshi,2015-01-01,Tuberculosis,Respiratory Infection,CD,227
Moshi,2015-01-01,Typhoid,Other Communicable Diseases/Gastrointestinal infections,CD,42
Moshi,2015-01-01,Upper Respiratory Infections,Respiratory Infection,CD,3827
Moshi,2015-01-01,Urinary Tract Infections,Other Communicable Diseases,CD,2558
Moshi,2015-01-01,Viral Haemorrhagic Fevers,Other vector borne diseases,CD,NA
Moshi,2015-01-01,Yellow Fever,Other vector borne diseases,CD,0
Moshi,2015-02-01,Acute Flaccid Paralysis,Neurological Disorders,Both,0
Moshi,2015-02-01,Bronchial Asthma,Respiratory Disease,NCD,399
Moshi,2015-02-01,Caries,Other Non-Communicable Diseases,NCD,367
Moshi,2015-02-01,Cholera,Diarrheal disease/Gastrointesntinal infections,CD,0
Moshi,2015-02-01,Diabetes Mellitus,Diabetes Mellitus,NCD,1089
Moshi,2015-02-01,Diarrhea With No Dehydration,Diarrheal disease/Gastrointesntinal infections,Both,965
Moshi,2015-02-01,Diarrhea With Severe Dehydration,Diarrheal disease/Gastrointesntinal infections,CD,117
Moshi,2015-02-01,Dysentery,Diarrheal disease/Gastrointesntinal infections,CD,279
Moshi,2015-02-01,Epilepsy,Neurological Disorders,NCD,565
Moshi,2015-02-01,Fractures,Trauma and Injuries,NCD,342
Moshi,2015-02-01,Gynecological Diseases,Gynecological Diseases,NCD,0
Moshi,2015-02-01,Hypertension,Cardiovascular Disease,NCD,1066
Moshi,2015-02-01,Infectious Eye Disease,Other Communicable Diseases,CD,392
Moshi,2015-02-01,Influenza,Respiratory Infection,CD,NA
Moshi,2015-02-01,Intestinal Worms,Other Communicable Diseases/Gastrointestinal infections,CD,944
Moshi,2015-02-01,Kwashiorkor,Malnutrition,NCD,14
Moshi,2015-02-01,Leprosy,Other Communicable Diseases,CD,1
Moshi,2015-02-01,Malaria,Vector borne infection,CD,240
Moshi,2015-02-01,Marasmic Kwashiorkor,Malnutrition,NCD,28
Moshi,2015-02-01,Marasmus,Malnutrition,NCD,10
Moshi,2015-02-01,Measles,Other Communicable Diseases,CD,10
Moshi,2015-02-01,Meningitis,Neurological Disorders,Both,0
Moshi,2015-02-01,Mild/Moderate Anemia,Cardiovascular Disease,NCD,314
Moshi,2015-02-01,Moderate Malnutrition,Malnutrition,NCD,126
Moshi,2015-02-01,Neoplasms/Cancer,Cancer,NCD,14
Moshi,2015-02-01,Neuroses,Neurological Disorders,NCD,89
Moshi,2015-02-01,"Nutritional Disorders, Other",Malnutrition,NCD,176
Moshi,2015-02-01,Other Cardiovascular Diseases,Cardiovascular Disease,NCD,273
Moshi,2015-02-01,Peptic Ulcers,Other Non-Communicable Diseases,NCD,663
Moshi,2015-02-01,"Pneumonia, Severe",Respiratory Infection,CD,308
Moshi,2015-02-01,Poisoning,Other Non-Communicable Diseases,NCD,168
Moshi,2015-02-01,Psychoses,Neurological Disorders,NCD,563
Moshi,2015-02-01,Rabies,Other Communicable Diseases,CD,95
Moshi,2015-02-01,Relapsing Fever (Louse Borne Typhus),Other vector borne diseases,CD,0
Moshi,2015-02-01,Road Traffic Accidents,Trauma and Injuries,NCD,188
Moshi,2015-02-01,Schistosomiasis,Neglected Tropical Disease (NTD),CD,4
Moshi,2015-02-01,Skin Infection - Fungal,Skin infection,CD,745
Moshi,2015-02-01,Snake and Insect Bites,Other Non-Communicable Diseases,NCD,104
Moshi,2015-02-01,Substance Abuse,Other Non-Communicable Diseases,NCD,3
Moshi,2015-02-01,Trypanosomiasis,Other vector borne diseases,CD,NA
Moshi,2015-02-01,Tuberculosis,Respiratory Infection,CD,166
Moshi,2015-02-01,Typhoid,Other Communicable Diseases/Gastrointestinal infections,CD,55
Moshi,2015-02-01,Upper Respiratory Infections,Respiratory Infection,CD,3770
Moshi,2015-02-01,Urinary Tract Infections,Other Communicable Diseases,CD,2570
Moshi,2015-02-01,Viral Haemorrhagic Fevers,Other vector borne diseases,CD,NA
Moshi,2015-02-01,Yellow Fever,Other vector borne diseases,CD,0
Moshi,2015-03-01,Acute Flaccid Paralysis,Neurological Disorders,Both,0
Moshi,2015-03-01,Bronchial Asthma,Respiratory Disease,NCD,412
Moshi,2015-03-01,Caries,Other Non-Communicable Diseases,NCD,230
Moshi,2015-03-01,Cholera,Diarrheal disease/Gastrointesntinal infections,CD,0
Moshi,2015-03-01,Diabetes Mellitus,Diabetes Mellitus,NCD,854
Moshi,2015-03-01,Diarrhea With No Dehydration,Diarrheal disease/Gastrointesntinal infections,Both,788
